TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME
"SOWING DATES AND PLANT DENSITY OF PEANUT CULTIVARS IN DIFFERENT SOIL AND CLIMATIC CONDITIONS OF MATO GROSSO STATE, BRAZIL",2014,,Inglês,"International Journal of Food, Agriculture and Environment (Online)",B2,1459-0263,"['João Danilo Barbieri', 'Rivanildo Dallacort', 'Adalberto Santi', 'Kássio De Marco', 'Alcir José Modolo', 'Santino Seabra Júnior', 'Ronicely Pereira da Rocha', 'Rafael Cesar Tieppo']","['1', '2', '3', '4', '5', '6', '7', '8']",['7'],6679312852796625,Ronicely Pereira da Rocha,Rocha,"ROCHA, R. P.;ROCHA, RONICELY PEREIRA DA;ROCHA, R.P.;ROCHA, RONICELY PEREIRA",Sete Lagoas,MG,"Possui graduação em Agronomia pela Universidade Federal de Viçosa (2003), mestrado em Agronomia pela Universidade Estadual de Ponta Grossa (2007), doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2011), com período sanduíche na Universidade Politécnica de Valencia (2010) e pós doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2013). Atualmente é Professor Adjunto do curso de Agronomia da Universidade do Estado de Mato Grosso, Campus Tangará da Serra. Tem experiência na área de Agronomia, com ênfase em Fitopatologia e na Engenharia Agrícola, com ênfase em Pré-processamento e Armazenamento de Produtos Agrícolas, atuando principalmente nos seguintes temas: armazenamento, secagem, secador, qualidade, pós-colheita, plantas medicinais, mecanização agrícola."
Evaluation of Electrical Conductivity as a Quality Parameter of Lemongrass Leaves ( &lt;i&gt;Cymbopogon citratus&lt;/i&gt; Stapf) Submitted to Drying Process,2014,10.1080/07373937.2013.879593,Inglês,Drying Technology,A2,0737-3937,"['CORADI, PAULO CARTERI', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha']","['1', '2', '3']",['3'],6679312852796625,Ronicely Pereira da Rocha,Rocha,"ROCHA, R. P.;ROCHA, RONICELY PEREIRA DA;ROCHA, R.P.;ROCHA, RONICELY PEREIRA",Sete Lagoas,MG,"Possui graduação em Agronomia pela Universidade Federal de Viçosa (2003), mestrado em Agronomia pela Universidade Estadual de Ponta Grossa (2007), doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2011), com período sanduíche na Universidade Politécnica de Valencia (2010) e pós doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2013). Atualmente é Professor Adjunto do curso de Agronomia da Universidade do Estado de Mato Grosso, Campus Tangará da Serra. Tem experiência na área de Agronomia, com ênfase em Fitopatologia e na Engenharia Agrícola, com ênfase em Pré-processamento e Armazenamento de Produtos Agrícolas, atuando principalmente nos seguintes temas: armazenamento, secagem, secador, qualidade, pós-colheita, plantas medicinais, mecanização agrícola."
Mathematical modeling of the drying kinetics of the leaves of lemon grass (Cymbopogon citratus Stapf) and its effects on quality,2014,,Inglês,Idesia,B1,0718-3429,"['Paulo Cantari Coradi', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha']","['1', '2', '3']",['3'],6679312852796625,Ronicely Pereira da Rocha,Rocha,"ROCHA, R. P.;ROCHA, RONICELY PEREIRA DA;ROCHA, R.P.;ROCHA, RONICELY PEREIRA",Sete Lagoas,MG,"Possui graduação em Agronomia pela Universidade Federal de Viçosa (2003), mestrado em Agronomia pela Universidade Estadual de Ponta Grossa (2007), doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2011), com período sanduíche na Universidade Politécnica de Valencia (2010) e pós doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2013). Atualmente é Professor Adjunto do curso de Agronomia da Universidade do Estado de Mato Grosso, Campus Tangará da Serra. Tem experiência na área de Agronomia, com ênfase em Fitopatologia e na Engenharia Agrícola, com ênfase em Pré-processamento e Armazenamento de Produtos Agrícolas, atuando principalmente nos seguintes temas: armazenamento, secagem, secador, qualidade, pós-colheita, plantas medicinais, mecanização agrícola."
Weed mapping using techniques of precision agriculture,2015,10.1590/s0100-83582015000100018,Inglês,Planta Daninha (Impresso),B1,0100-8358,"['ROCHA, F.C.', 'OLIVEIRA NETO, A.M.', 'BOTTEGA, E.L.', 'GUERRA, N.', 'Ronicely Pereira da Rocha', 'VILAR, C.C.']","['1', '2', '3', '4', '5', '6']",['5'],6679312852796625,Ronicely Pereira da Rocha,Rocha,"ROCHA, R. P.;ROCHA, RONICELY PEREIRA DA;ROCHA, R.P.;ROCHA, RONICELY PEREIRA",Sete Lagoas,MG,"Possui graduação em Agronomia pela Universidade Federal de Viçosa (2003), mestrado em Agronomia pela Universidade Estadual de Ponta Grossa (2007), doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2011), com período sanduíche na Universidade Politécnica de Valencia (2010) e pós doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2013). Atualmente é Professor Adjunto do curso de Agronomia da Universidade do Estado de Mato Grosso, Campus Tangará da Serra. Tem experiência na área de Agronomia, com ênfase em Fitopatologia e na Engenharia Agrícola, com ênfase em Pré-processamento e Armazenamento de Produtos Agrícolas, atuando principalmente nos seguintes temas: armazenamento, secagem, secador, qualidade, pós-colheita, plantas medicinais, mecanização agrícola."
Zoneamento agroclim&amp;#225;tico de amendoinzeiro para a Bacia do Alto Paraguai (MT),2015,10.1590/1983-40632015v4532985,Inglês,Pesquisa Agropecuária Tropical (Online),B1,1983-4063,"['BARBIERI, JOÃO DANILO', 'DALLACORT, RIVANILDO', 'SANTI, ADALBERTO', 'Ronicely Pereira da Rocha', 'CARVALHO, MARCO ANTÔNIO CAMILLO DE']","['1', '2', '3', '4', '5']",['4'],6679312852796625,Ronicely Pereira da Rocha,Rocha,"ROCHA, R. P.;ROCHA, RONICELY PEREIRA DA;ROCHA, R.P.;ROCHA, RONICELY PEREIRA",Sete Lagoas,MG,"Possui graduação em Agronomia pela Universidade Federal de Viçosa (2003), mestrado em Agronomia pela Universidade Estadual de Ponta Grossa (2007), doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2011), com período sanduíche na Universidade Politécnica de Valencia (2010) e pós doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2013). Atualmente é Professor Adjunto do curso de Agronomia da Universidade do Estado de Mato Grosso, Campus Tangará da Serra. Tem experiência na área de Agronomia, com ênfase em Fitopatologia e na Engenharia Agrícola, com ênfase em Pré-processamento e Armazenamento de Produtos Agrícolas, atuando principalmente nos seguintes temas: armazenamento, secagem, secador, qualidade, pós-colheita, plantas medicinais, mecanização agrícola."
Avaliação das curvas de secagem de guaco (Mikania glomerata Spreng.) em secador de bandejas,2014,10.1590/1983-084x/10_128,Inglês,Revista Brasileira de Plantas Medicinais (Impresso),B1,1516-0572,"['Pedro Amorim Berbert', 'RADÜNZ, L.L.', 'Evandro de Castro Melo', 'Ronicely Pereira da Rocha']","['1', '1', '2', '3']",['3'],6679312852796625,Ronicely Pereira da Rocha,Rocha,"ROCHA, R. P.;ROCHA, RONICELY PEREIRA DA;ROCHA, R.P.;ROCHA, RONICELY PEREIRA",Sete Lagoas,MG,"Possui graduação em Agronomia pela Universidade Federal de Viçosa (2003), mestrado em Agronomia pela Universidade Estadual de Ponta Grossa (2007), doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2011), com período sanduíche na Universidade Politécnica de Valencia (2010) e pós doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2013). Atualmente é Professor Adjunto do curso de Agronomia da Universidade do Estado de Mato Grosso, Campus Tangará da Serra. Tem experiência na área de Agronomia, com ênfase em Fitopatologia e na Engenharia Agrícola, com ênfase em Pré-processamento e Armazenamento de Produtos Agrícolas, atuando principalmente nos seguintes temas: armazenamento, secagem, secador, qualidade, pós-colheita, plantas medicinais, mecanização agrícola."
DETERMINATION OF MOISTURE CONTENT FROM GUACO WITH MICROWAVE OVEN,2011,,Inglês,Engenharia na Agricultura,B3,1414-3984,"['Ronicely Pereira da Rocha', 'Evandro de Castro Melo', 'Lauri Lourenço Radunz']","['1', '2', '3']",['1'],6679312852796625,Ronicely Pereira da Rocha,Rocha,"ROCHA, R. P.;ROCHA, RONICELY PEREIRA DA;ROCHA, R.P.;ROCHA, RONICELY PEREIRA",Sete Lagoas,MG,"Possui graduação em Agronomia pela Universidade Federal de Viçosa (2003), mestrado em Agronomia pela Universidade Estadual de Ponta Grossa (2007), doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2011), com período sanduíche na Universidade Politécnica de Valencia (2010) e pós doutorado em Engenharia Agrícola pela Universidade Federal de Viçosa (2013). Atualmente é Professor Adjunto do curso de Agronomia da Universidade do Estado de Mato Grosso, Campus Tangará da Serra. Tem experiência na área de Agronomia, com ênfase em Fitopatologia e na Engenharia Agrícola, com ênfase em Pré-processamento e Armazenamento de Produtos Agrícolas, atuando principalmente nos seguintes temas: armazenamento, secagem, secador, qualidade, pós-colheita, plantas medicinais, mecanização agrícola."
Avaliação de metodologias univariadas e multivariada de adaptabilidade e estabilidade visando à indicação de cultivares de milho,2003,,Português,Revista Ceres,XX,-,"['Edilson Romais schmildt', 'Willian Krause']","['1', '2']",['2'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Indicação de híbridos de melão para o Rio Grande do Norte,2005,,Português,Revista Ceres,XX,-,"['Fábio Lima Gurgel', 'Willian Krause', 'Edilson Romais schmildt', 'Leila Cristina Nunes de Sena']","['1', '2', '3', '4']",['2'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Melhoria na eficiência dos experimentos de indicação de cultivares de milho,2006,,Português,Ciência e Agrotecnologia (UFLA),A2,1413-7054,"['Edilson Romais schmildt', 'Willian Krause', 'Cosme Damião Cruz']","['1', '2', '3']",['2'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Alternativas para melhorar a eficiência dos experimento de valor de cultivo e uso na cultura do feijoeiro,2007,,Português,Revista Ceres,B1,0034-737X,"['Willian Krause', 'Magno Antônio Patto Ramalho', 'Ângela de Fátima Barbosa Abreu']","['1', '2', '3']",['1'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Genetic divergence in snap bean based on agronomic traits and resistance to bacterial wilt,2009,,Inglês,Crop Breeding and Applied Biotechnology,A2,1518-7853,"['Willian Krause', 'Rosana Rodrigues', 'Leandro Simões Azeredo Gonçalves', 'Francisco Valdevino Bezerra Neto', 'Nilton Rocha Leal']","['1', '2', '3', '4', '5']",['1'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Identificação de fontes de resistência e avaliação de métodos de inoculação em Curtobacterium flaccumfaciens pv. flaccumfaciens de feijão-de-vagem,2009,,Português,Ciência e Agrotecnologia (UFLA),A2,1413-7054,"['Willian Krause', 'Rosana Rodrigues', 'Nilton Rocha Leal']","['1', '2', '3']",['1'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Rendimento do maracujazeiro amarelo sob diferentes espaçamentos de plantio,2010,,Português,Magistra,B3,0102-5333,"['Willian Krause', 'Tayguara Antonio Ferreira Nascimento', 'Adalberto Santi', 'Jane Rodrigues de Assis Machado', 'Virginia Helena de Azevedo']","['1', '2', '3', '4', '5']",['1'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Aptidão agroclimática do pinhão manso na região de Tangará da Serra-MT,2010,10.1590/S1806-66902010000300008,Português,Revista ciência agronômica (UFC. Online),B1,1806-6690,"['Rivanildo Dallacort', 'Juliano Araújo Martins', 'Miriam Hiroko Inoue', 'Paulo Sérgio Lourenço de Freitas', 'Willian Krause']","['1', '2', '3', '4', '5']",['5'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Predição de ganhos genéticos utilizando o delineamento I em população de maracujazeiro,2011,10.1590/S1806-66902011000200032,Português,Revista ciência agronômica (UFC. Online),B1,1806-6690,"['Leonarda Grillo Neves', 'Cláudio Horst Bruckner', 'Cosme Damião Cruz', 'Leonardo Pimentel Duarte', 'Willian Krause']","['1', '2', '3', '4', '5']",['5'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Ganho de seleção no melhoramento genético intrapopulacional do maracujazeiro amarelo,2012,,Português,Pesquisa Agropecuária Brasileira (Online),B1,1678-3921,"['Willian Krause', 'Regis Santos de Souza', 'Leonarda Grillo Neves', 'Maurecilne Lemes da Silva Carvalho', 'Alexandre Pio Viana', 'Fábio Gelape Faleiro']","['1', '2', '3', '4', '5', '6']",['1'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
"Avaliação do desempenho de genótipos de milho para o consumo in natura para o consumo em Tangará da Serra, MT, Braisl",2011,,Português,Bioscience Journal (Online),B1,1981-3163,"['Alais Suzana Maier Grigulo', 'Virginia Helena de Azevedo', 'Willian Krause', 'Patrícia Helena de Azevedo']","['1', '2', '3', '4']",['3'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
Capacidade combinatória para características agronômicas em feijão-de-vagem,2012,10.1590/S1806-66902011000200032,Português,Revista ciência agronômica (UFC. Online),B1,1806-6690,"['Willian Krause', 'Rosana Rodrigues', 'Nilton Rocha Leal']","['1', '2', '3']",['1'],5771714793271696,Willian Krause,Krause,"KRAUSE, W.;KRAUSE, WILLIAN;W. Krause;WILLIAN, KRAUSE;KRAUSE, WILLIAM",São Gabriel da Palha,ES,"Professor na Universidade do Estado de Mato Grosso (UNEMAT), doutorado na área de genética e melhoramento de plantas, tem trabalhado na área de manejo e melhoramento genético de fruteiras tropicais. Atua como docente no curso de mestrado em ambiente e sistema de produção agrícola e no doutorado em rede de Biotecnologia e Biodiversidade. Atualmente também é bolsista do CNPq de produtividade em pesquisa 2 CA AG."
